Time ,Thermistor,Potentiometer,
3438,490,1023,
3439,490,1022,
3440,490,1023,
3441,490,1023,
3442,490,1023,
3443,490,1023,
3444,490,1023,
3445,490,1023,
3446,490,1023,
3447,490,1023,
3448,491,1021,
3449,490,1022,
3450,490,1023,
3451,490,1023,
3452,490,1023,
3453,490,1023,
3454,490,1023,
3455,490,1023,
3456,490,1022,
3457,490,1023,
3458,490,1022,
3459,490,1022,
3460,490,1022,
3461,490,1023,
3462,490,1022,
3463,490,1022,
3464,490,1023,
3465,490,1023,
3466,490,1023,
3467,490,1023,
3468,490,1022,
3469,490,1022,
3470,490,1023,
3471,490,1022,
3472,490,1022,
3473,490,1023,
3474,490,1023,
3475,490,1023,
3476,490,1023,
3477,490,1023,
3478,490,1023,
3479,490,1023,
3480,490,1023,
3481,490,1022,
3482,490,1022,
3483,490,1023,
3484,490,1023,
3485,490,1022,
3486,490,1022,
3487,490,1023,
3488,490,1023,
3489,490,1023,
3490,490,1022,
3491,490,1022,
3492,490,1023,
3493,490,1022,
3494,490,1022,
3495,490,1023,
3496,490,1023,
3497,490,1023,
3498,490,1023,
3499,490,1023,
3500,490,1023,
3501,490,1023,
3502,490,1023,
3503,490,1022,
3504,490,1022,
3505,489,1023,
3506,490,1022,
3507,490,1023,
3508,490,1023,
3509,490,1023,
3510,489,1023,
3511,489,1023,
3512,490,1023,
3513,490,1022,
3514,490,1022,
3515,490,1022,
3516,490,1023,
3517,490,1022,
3518,490,1022,
3519,490,1022,
3520,490,1023,
3521,489,1023,
3522,490,1023,
3523,489,1023,
3524,489,1023,
3525,490,1023,
3526,490,1022,
3527,489,1022,
3528,490,1022,
3529,490,1022,
3530,490,1023,
3531,490,1023,
3532,490,1023,
3533,490,1023,
3534,489,1023,
3535,490,1023,
3536,490,1023,
3537,490,1023,
3538,490,1023,
3539,489,1023,
3540,490,1022,
3541,490,1023,
3542,490,1023,
3543,490,1023,
3544,489,1023,
3545,490,1023,
3546,490,1023,
3547,490,1023,
3548,490,1023,
3549,490,1022,
3550,490,1021,
3551,490,1022,
3552,490,1023,
3553,490,1022,
3554,490,1023,
3555,489,1023,
3556,489,1023,
3557,489,1023,
3558,489,1023,
3559,489,1022,
3560,489,1023,
3561,489,1023,
3562,489,1023,
3563,489,1022,
3564,489,1023,
3565,489,1023,
3566,489,1023,
3567,489,1023,
3568,489,1023,
3569,489,1023,
3570,489,1023,
3571,489,1022,
3572,489,1022,
3573,489,1023,
3574,489,1023,
3575,489,1022,
3576,489,1023,
3577,489,1023,
3578,489,1023,
3579,489,1023,
3580,489,1023,
3581,489,1023,
3582,489,1023,
3583,489,1023,
3584,489,1022,
3585,489,1023,
3586,489,1022,
3587,489,1023,
3588,489,1023,
3589,489,1023,
3590,489,1023,
3591,489,1023,
3592,489,1023,
3593,489,1023,
3594,489,1022,
3595,489,1022,
3596,489,1023,
3597,489,1023,
3598,489,1022,
3599,489,1023,
3600,489,1023,
3601,489,1023,
3602,489,1023,
3603,489,1023,
3604,489,1023,
3605,489,1023,
3606,489,1022,
3607,488,1022,
3608,489,1022,
3609,489,1023,
3610,489,1022,
3611,489,1023,
3612,489,1023,
3613,489,1023,
3614,489,1023,
3615,489,1023,
3616,489,1023,
3617,489,1022,
3618,489,1023,
3619,489,1022,
3620,489,1017,
3621,489,991,
3622,489,945,
3623,489,883,
3624,489,808,
3625,489,722,
3626,489,645,
3627,489,573,
3628,489,496,
3629,489,420,
3630,489,342,
3631,489,269,
3632,489,205,
3633,489,134,
3634,489,70,
3635,489,29,
3636,488,7,
3637,489,0,
3638,489,0,
3639,489,0,
3640,489,0,
3641,489,0,
3642,489,0,
3643,489,0,
3644,489,0,
3645,489,0,
3646,489,0,
3647,489,0,
3648,489,0,
3649,489,0,
3650,489,0,
3651,489,0,
3652,489,0,
3653,489,0,
3654,489,0,
3655,488,0,
3656,489,0,
3657,489,0,
3658,489,0,
3659,489,0,
3660,489,0,
3661,488,0,
3662,488,0,
3663,489,0,
3664,488,0,
3665,488,0,
3666,488,0,
3667,489,0,
3668,488,0,
3669,488,0,
3670,488,0,
3671,488,0,
3672,488,0,
3673,489,0,
3674,488,0,
3675,488,0,
3676,488,0,
3677,488,0,
3678,488,0,
3679,489,0,
3680,488,0,
3681,488,0,
3682,488,0,
3683,488,0,
3684,488,0,
3685,488,0,
3686,488,0,
3687,488,0,
3688,488,0,
3689,488,0,
3690,488,0,
3691,488,0,
3692,488,0,
3693,488,0,
3694,488,0,
3695,488,0,
3696,488,0,
3697,488,0,
3698,488,0,
3699,488,0,
3700,488,0,
3701,488,0,
3702,488,0,
3703,488,0,
3704,488,0,
3705,488,0,
3706,488,0,
3707,488,0,
3708,488,0,
3709,488,0,
3710,488,0,
3711,488,0,
3712,488,0,
3713,488,0,
3714,488,0,
3715,488,0,
3716,488,0,
3717,488,0,
3718,488,0,
3719,488,0,
3720,488,0,
3721,488,0,
3722,488,0,
3723,488,0,
3724,488,0,
3725,488,0,
3726,488,0,
3727,488,0,
3728,488,0,
3729,488,0,
3730,488,0,
3731,488,0,
3732,488,0,
3733,488,0,
3734,488,0,
3735,488,0,
3736,488,0,
3737,488,0,
3738,488,0,
3739,487,0,
3740,488,0,
3741,488,0,
3742,488,0,
3743,487,0,
3744,487,0,
3745,488,0,
3746,488,0,
3747,488,0,
3748,488,0,
3749,487,0,
3750,488,0,
3751,488,0,
3752,488,0,
3753,487,0,
3754,488,0,
3755,488,0,
3756,487,0,
3757,488,0,
3758,488,0,
3759,487,0,
3760,488,0,
3761,487,0,
3762,487,0,
3763,488,0,
3764,488,0,
3765,487,0,
3766,487,0,
3767,487,0,
3768,487,0,
3769,487,0,
3770,488,0,
3771,487,0,
3772,488,0,
3773,487,0,
3774,488,0,
3775,487,0,
3776,487,0,
3777,487,0,
3778,487,0,
3779,487,0,
3780,487,0,
3781,487,0,
3782,488,0,
3783,487,0,
3784,487,0,
3785,487,0,
3786,487,0,
3787,487,0,
3788,487,0,
3789,487,0,
3790,487,0,
3791,487,0,
3792,488,0,
3793,487,0,
3794,487,0,
3795,487,0,
3796,487,0,
3797,487,0,
3798,487,0,
3799,487,0,
3800,487,0,
3801,487,0,
3802,487,0,
3803,487,0,
3804,487,0,
3805,487,0,
3806,487,0,
3807,487,0,
3808,487,0,
3809,487,0,
3810,487,0,
3811,487,0,
3812,487,0,
3813,487,0,
3814,487,0,
3815,487,0,
3816,487,0,
3817,487,0,
3818,487,0,
3819,487,0,
3820,487,0,
3821,487,0,
3822,487,0,
3823,487,0,
3824,487,0,
3825,487,0,
3826,487,0,
3827,487,0,
3828,487,0,
3829,487,0,
3830,487,0,
3831,487,0,
3832,487,0,
3833,487,0,
3834,486,0,
3835,487,0,
3836,487,0,
3837,486,0,
3838,487,0,
3839,487,0,
3840,486,0,
3841,487,0,
3842,487,0,
3843,486,0,
3844,486,0,
3845,487,0,
3846,486,0,
3847,486,0,
3848,486,0,
3849,486,0,
3850,487,0,
3851,486,0,
3852,486,0,
3853,486,0,
3854,486,0,
3855,486,0,
3856,486,0,
3857,486,0,
3858,486,0,
3859,486,0,
3860,486,0,
3861,486,0,
3862,486,0,
3863,486,0,
3864,486,0,
3865,486,0,
3866,486,0,
3867,486,0,
3868,486,0,
3869,486,0,
3870,486,0,
3871,486,0,
3872,486,0,
3873,486,0,
3874,486,0,
3875,486,0,
3876,486,0,
3877,486,0,
3878,486,0,
3879,486,0,
3880,486,0,
3881,486,0,
3882,486,0,
3883,486,0,
3884,486,0,
3885,486,0,
3886,486,0,
3887,486,0,
3888,486,0,
3889,486,0,
3890,486,0,
3891,486,0,
3892,486,0,
3893,486,0,
3894,486,0,
3895,486,0,
3896,486,0,
3897,486,0,
3898,486,0,
3899,486,0,
3900,485,0,
3901,486,0,
3902,485,0,
3903,486,0,
3904,486,0,
3905,485,0,
3906,486,0,
3907,485,0,
3908,485,0,
3909,485,0,
3910,486,0,
3911,486,0,
3912,485,0,
3913,486,0,
3914,485,0,
3915,485,0,
3916,485,0,
3917,485,0,
3918,485,0,
3919,485,0,
3920,485,0,
3921,485,0,
3922,485,0,
3923,485,0,
3924,485,0,
3925,485,0,
3926,485,0,
3927,485,0,
3928,485,0,
3929,485,0,
3930,485,0,
3931,485,0,
3932,485,0,
3933,485,0,
3934,485,0,
3935,485,0,
3936,485,0,
3937,485,0,
3938,485,0,
3939,485,0,
3940,485,0,
3941,485,0,
3942,485,0,
3943,485,0,
3944,485,0,
3945,485,0,
3946,485,0,
3947,485,0,
3948,485,0,
3949,485,0,
3950,485,0,
3951,485,0,
3952,485,0,
3953,485,0,
3954,485,0,
3955,485,0,
3956,485,0,
3957,485,0,
3958,484,0,
3959,485,0,
3960,485,0,
3961,485,0,
3962,485,0,
3963,484,0,
3964,485,0,
3965,485,0,
3966,485,0,
3967,484,0,
3968,484,0,
3969,485,0,
3970,485,0,
3971,485,0,
3972,484,0,
3973,485,0,
3974,485,0,
3975,485,0,
3976,484,0,
3977,484,0,
3978,485,0,
3979,484,0,
3980,484,0,
3981,484,0,
3982,484,0,
3983,484,0,
3984,485,0,
3985,485,0,
3986,484,0,
3987,485,0,
3988,485,0,
3989,484,0,
3990,484,0,
3991,484,0,
3992,484,0,
3993,484,0,
3994,484,0,
3995,484,0,
3996,484,0,
3997,484,0,
3998,484,0,
3999,484,0,
4000,484,0,
4001,484,0,
4002,484,0,
4003,484,0,
4004,484,0,
4005,484,0,
4006,484,0,
4007,484,0,
4008,484,0,
4009,484,0,
4010,484,0,
4011,484,0,
4012,484,0,
4013,484,0,
4014,484,0,
4015,484,0,
4016,484,0,
4017,484,0,
4018,484,0,
4019,484,0,
4020,484,0,
4021,484,0,
4022,484,0,
4023,484,0,
4024,484,0,
4025,484,0,
4026,484,0,
4027,484,0,
4028,484,0,
4029,484,0,
4030,483,0,
4031,484,0,
4032,484,0,
4033,483,0,
4034,484,0,
4035,484,0,
4036,483,0,
4037,484,0,
4038,484,0,
4039,483,0,
4040,483,0,
4041,483,0,
4042,483,0,
4043,483,0,
4044,484,0,
4045,483,0,
4046,483,0,
4047,483,0,
4048,483,0,
4049,483,0,
4050,483,0,
4051,483,0,
4052,483,0,
4053,483,0,
4054,483,0,
4055,483,0,
4056,483,0,
4057,483,0,
4058,483,0,
4059,483,0,
4060,483,0,
4061,483,0,
4062,483,0,
4063,483,0,
4064,483,0,
4065,483,0,
4066,483,0,
4067,483,0,
4068,483,0,
4069,483,0,
4070,483,0,
4071,483,0,
4072,483,0,
4073,483,0,
4074,483,0,
4075,483,0,
4076,483,0,
4077,482,0,
4078,483,0,
4079,483,0,
4080,483,0,
4081,483,0,
4082,483,0,
4083,483,0,
4084,483,0,
4085,483,0,
4086,482,0,
4087,483,0,
4088,482,0,
4089,482,0,
4090,483,0,
4091,483,0,
4092,482,0,
4093,482,0,
4094,483,0,
4095,482,0,
4096,482,0,
4097,483,0,
4098,482,0,
4099,482,0,
4100,483,0,
4101,482,0,
4102,482,0,
4103,482,0,
4104,482,0,
4105,482,0,
4106,482,0,
4107,482,0,
4108,482,0,
4109,482,0,
4110,482,0,
4111,482,0,
4112,482,0,
4113,482,0,
4114,482,0,
4115,482,0,
4116,482,0,
4117,482,0,
4118,482,0,
4119,482,0,
4120,482,0,
4121,482,0,
4122,482,0,
4123,482,0,
4124,482,0,
4125,482,0,
4126,482,0,
4127,482,0,
4128,482,0,
4129,482,0,
4130,482,0,
4131,482,0,
4132,482,0,
4133,482,0,
4134,482,0,
4135,482,0,
4136,482,0,
4137,482,0,
4138,482,0,
4139,482,0,
4140,482,0,
4141,482,0,
4142,481,0,
4143,482,0,
4144,482,0,
4145,482,0,
4146,482,0,
4147,482,0,
4148,481,0,
4149,482,0,
4150,482,0,
4151,482,0,
4152,481,0,
4153,482,0,
4154,482,0,
4155,482,0,
4156,482,0,
4157,482,0,
4158,482,0,
4159,482,0,
4160,481,0,
4161,481,0,
4162,482,0,
4163,481,0,
4164,481,0,
4165,481,0,
4166,481,0,
4167,482,0,
4168,481,0,
4169,481,0,
4170,481,0,
4171,481,0,
4172,481,0,
4173,481,0,
4174,481,0,
4175,481,0,
4176,481,0,
4177,481,0,
4178,481,0,
4179,481,0,
4180,481,0,
4181,481,0,
4182,481,0,
4183,481,0,
4184,481,0,
4185,481,0,
4186,481,0,
4187,481,0,
4188,481,0,
4189,481,0,
4190,481,0,
4191,481,0,
4192,481,0,
4193,481,0,
4194,481,0,
4195,481,0,
4196,481,0,
4197,481,0,
4198,481,0,
4199,481,0,
4200,481,0,
4201,481,0,
4202,481,0,
4203,481,0,
4204,481,0,
4205,481,0,
4206,481,0,
4207,481,0,
4208,481,0,
4209,481,0,
4210,481,0,
4211,481,0,
4212,481,0,
4213,481,0,
4214,481,0,
4215,481,0,
4216,481,0,
4217,480,0,
4218,481,0,
4219,480,0,
4220,480,0,
4221,481,0,
4222,480,0,
4223,481,0,
4224,481,0,
4225,481,0,
4226,480,0,
4227,481,0,
4228,481,0,
4229,480,0,
4230,480,0,
4231,481,0,
4232,480,0,
4233,480,0,
4234,480,0,
4235,481,0,
4236,481,0,
4237,481,0,
4238,480,0,
4239,480,0,
4240,480,0,
4241,480,0,
4242,481,0,
4243,480,0,
4244,481,0,
4245,480,0,
4246,480,0,
4247,480,0,
4248,480,0,
4249,481,0,
4250,480,0,
4251,480,0,
4252,480,0,
4253,480,0,
4254,480,0,
4255,480,0,
4256,480,0,
4257,480,0,
4258,480,0,
4259,480,0,
4260,481,0,
4261,480,0,
4262,480,0,
4263,480,0,
4264,480,0,
4265,480,0,
4266,480,0,
4267,480,0,
4268,480,0,
4269,480,0,
4270,480,0,
4271,480,0,
4272,480,0,
4273,480,0,
4274,480,0,
4275,480,0,
4276,480,0,
4277,480,0,
4278,480,0,
4279,480,0,
4280,480,0,
4281,480,0,
4282,480,0,
4283,480,0,
4284,480,0,
4285,480,0,
4286,480,0,
4287,480,0,
4288,480,0,
4289,480,0,
4290,480,0,
4291,480,0,
4292,480,0,
4293,480,0,
4294,480,0,
4295,480,0,
4296,480,0,
4297,480,0,
4298,480,0,
4299,480,0,
4300,480,0,
4301,480,0,
4302,480,0,
4303,480,0,
4304,480,0,
4305,480,0,
4306,479,0,
4307,480,0,
4308,480,0,
4309,480,0,
4310,479,0,
4311,480,0,
4312,480,0,
4313,480,0,
4314,480,0,
4315,480,0,
4316,480,0,
4317,480,0,
4318,480,0,
4319,479,0,
4320,479,0,
4321,480,0,
4322,479,0,
4323,479,0,
4324,479,0,
4325,479,0,
4326,479,0,
4327,479,0,
4328,479,0,
4329,479,0,
4330,480,0,
4331,480,0,
4332,479,0,
4333,479,0,
4334,479,0,
4335,479,0,
4336,480,0,
4337,479,0,
4338,479,0,
4339,479,0,
4340,479,0,
4341,479,0,
4342,479,0,
4343,479,0,
4344,479,0,
4345,479,0,
4346,479,0,
4347,479,0,
4348,479,0,
4349,479,0,
4350,479,0,
4351,479,0,
4352,479,0,
4353,479,0,
4354,479,0,
4355,479,0,
4356,479,0,
4357,479,0,
4358,479,0,
4359,479,0,
4360,479,0,
4361,479,0,
4362,479,0,
4363,479,0,
4364,479,0,
4365,479,0,
4366,479,0,
4367,479,0,
4368,479,0,
4369,479,0,
4370,479,0,
4371,479,0,
4372,479,0,
4373,479,0,
4374,479,0,
4375,479,0,
4376,479,0,
4377,479,0,
4378,479,0,
4379,479,0,
4380,479,0,
4381,479,0,
4382,479,0,
4383,479,0,
4384,479,0,
4385,478,0,
4386,479,0,
4387,479,0,
4388,478,0,
4389,479,0,
4390,479,0,
4391,479,0,
4392,479,0,
4393,479,0,
4394,478,0,
4395,479,0,
4396,479,0,
4397,478,0,
4398,479,0,
4399,478,0,
4400,479,0,
4401,479,0,
4402,479,0,
4403,479,0,
4404,478,0,
4405,479,0,
4406,479,0,
4407,478,0,
4408,479,0,
4409,478,0,
4410,478,0,
4411,479,0,
4412,478,0,
4413,478,0,
4414,478,0,
4415,478,0,
4416,478,0,
4417,478,0,
4418,478,0,
4419,478,0,
4420,479,0,
4421,479,0,
4422,478,0,
4423,478,0,
4424,479,0,
4425,478,0,
4426,478,0,
4427,478,0,
4428,478,0,
4429,479,0,
4430,478,0,
4431,478,0,
4432,479,0,
4433,479,0,
4434,478,0,
4435,478,0,
4436,478,0,
4437,478,0,
4438,478,0,
4439,478,0,
4440,478,0,
4441,478,0,
4442,478,0,
4443,478,0,
4444,478,0,
4445,478,0,
4446,478,0,
4447,478,0,
4448,478,0,
4449,478,0,
4450,478,0,
4451,478,0,
4452,478,0,
4453,478,0,
4454,478,0,
4455,478,0,
4456,478,0,
4457,478,0,
4458,478,0,
4459,478,0,
4460,478,0,
4461,478,0,
4462,478,0,
4463,478,0,
4464,478,0,
4465,478,0,
4466,478,0,
4467,478,0,
4468,478,0,
4469,478,0,
4470,478,0,
4471,478,0,
4472,478,0,
4473,478,0,
4474,478,0,
4475,478,0,
4476,478,0,
4477,478,0,
4478,477,0,
4479,478,0,
4480,478,0,
4481,477,0,
4482,478,0,
4483,478,0,
4484,478,0,
4485,478,0,
4486,478,0,
4487,478,0,
4488,478,0,
4489,478,0,
4490,477,0,
4491,478,0,
4492,478,0,
4493,478,0,
4494,477,0,
4495,478,0,
4496,477,0,
4497,477,0,
4498,477,0,
4499,477,0,
4500,477,0,
4501,478,0,
4502,477,0,
4503,477,0,
4504,478,0,
4505,477,0,
4506,478,0,
4507,477,0,
4508,477,0,
4509,477,0,
4510,477,0,
4511,477,0,
4512,477,0,
4513,477,0,
4514,478,0,
4515,477,0,
4516,477,0,
4517,477,0,
4518,477,0,
4519,477,0,
4520,477,0,
4521,477,0,
4522,477,0,
4523,477,0,
4524,477,0,
4525,477,0,
4526,477,0,
4527,477,0,
4528,477,0,
4529,477,0,
4530,477,0,
4531,477,0,
4532,477,0,
4533,477,0,
4534,477,0,
4535,477,0,
4536,477,0,
4537,477,0,
4538,477,0,
4539,476,0,
4540,477,0,
4541,477,0,
4542,477,0,
4543,476,0,
4544,477,0,
4545,477,0,
4546,477,0,
4547,477,0,
4548,476,0,
4549,477,0,
4550,477,0,
4551,476,0,
4552,476,0,
4553,477,0,
4554,476,0,
4555,476,0,
4556,476,0,
4557,476,0,
4558,476,0,
4559,476,0,
4560,476,0,
4561,476,0,
4562,476,0,
4563,476,0,
4564,476,0,
4565,476,0,
4566,477,0,
4567,476,0,
4568,476,0,
4569,476,0,
4570,476,0,
4571,476,0,
4572,476,0,
4573,476,0,
4574,476,0,
4575,476,0,
4576,476,0,
4577,476,0,
4578,476,0,
4579,476,0,
4580,476,0,
4581,476,0,
4582,476,0,
4583,476,0,
4584,476,0,
4585,475,0,
4586,476,0,
4587,475,0,
4588,476,0,
4589,475,0,
4590,475,0,
4591,476,0,
4592,475,0,
4593,475,0,
4594,476,0,
4595,475,0,
4596,475,0,
4597,475,0,
4598,475,0,
4599,475,0,
4600,475,0,
4601,475,0,
4602,475,0,
4603,475,0,
4604,475,0,
4605,475,0,
4606,475,0,
4607,475,0,
4608,475,0,
4609,475,0,
4610,475,0,
4611,475,0,
4612,475,0,
4613,475,0,
4614,475,0,
4615,474,0,
4616,475,0,
4617,475,0,
4618,475,0,
4619,475,0,
4620,474,0,
4621,474,0,
4622,474,0,
4623,474,0,
4624,475,0,
4625,474,0,
4626,474,0,
4627,474,0,
4628,474,0,
4629,474,0,
4630,474,0,
4631,474,0,
4632,474,0,
4633,474,0,
4634,474,0,
4635,474,0,
4636,474,0,
4637,474,0,
4638,474,0,
4639,474,0,
4640,474,0,
4641,474,0,
4642,473,0,
4643,474,0,
4644,474,0,
4645,474,0,
4646,474,0,
4647,474,0,
4648,474,0,
4649,474,0,
4650,473,0,
4651,473,0,
4652,473,0,
4653,474,0,
4654,473,0,
4655,473,0,
4656,473,0,
4657,473,0,
4658,473,0,
4659,473,0,
4660,473,0,
4661,473,0,
4662,473,0,
4663,473,0,
4664,473,0,
4665,473,0,
4666,473,0,
4667,473,0,
4668,473,0,
4669,473,0,
4670,473,0,
4671,473,0,
4672,473,0,
4673,472,0,
4674,473,0,
4675,473,0,
4676,473,0,
4677,473,0,
4678,473,0,
4679,473,0,
4680,473,0,
4681,473,0,
4682,473,0,
4683,472,0,
4684,473,0,
4685,473,0,
4686,472,0,
4687,473,0,
4688,473,0,
4689,473,0,
4690,473,0,
4691,472,0,
4692,472,0,
4693,473,0,
4694,473,0,
4695,472,0,
4696,472,0,
4697,472,0,
4698,472,0,
4699,472,0,
4700,472,0,
4701,472,0,
4702,472,0,
4703,472,0,
4704,472,0,
4705,472,0,
4706,472,0,
4707,472,0,
4708,472,0,
4709,472,0,
4710,472,0,
4711,472,0,
4712,472,0,
4713,472,0,
4714,471,0,
4715,472,0,
4716,471,0,
4717,471,0,
4718,472,0,
4719,471,0,
4720,471,0,
4721,471,0,
4722,471,0,
4723,471,0,
4724,471,0,
4725,471,0,
4726,471,0,
4727,471,0,
4728,471,0,
4729,471,0,
4730,471,0,
4731,471,0,
4732,471,0,
4733,471,0,
4734,471,0,
4735,471,0,
4736,471,0,
4737,471,0,
4738,471,0,
4739,471,0,
4740,471,0,
4741,470,0,
4742,471,0,
4743,471,0,
4744,471,0,
4745,471,0,
4746,471,0,
4747,471,0,
4748,471,0,
4749,470,0,
4750,470,0,
4751,470,0,
4752,471,0,
4753,470,0,
4754,470,0,
4755,471,0,
4756,471,0,
4757,470,0,
4758,470,0,
4759,470,0,
4760,470,0,
4761,470,0,
4762,470,0,
4763,470,0,
4764,470,0,
4765,470,0,
4766,470,0,
4767,470,0,
4768,470,0,
4769,470,0,
4770,470,0,
4771,470,0,
4772,470,0,
4773,470,0,
4774,470,0,
4775,470,0,
4776,470,0,
4777,470,0,
4778,470,0,
4779,470,0,
4780,470,0,
4781,470,0,
4782,469,0,
4783,470,0,
4784,470,0,
4785,470,0,
4786,470,0,
4787,469,0,
4788,470,0,
4789,469,0,
4790,469,0,
4791,469,0,
4792,469,0,
4793,470,0,
4794,469,0,
4795,469,0,
4796,469,0,
4797,469,0,
4798,469,0,
4799,469,0,
4800,469,0,
4801,469,0,
4802,469,0,
4803,469,0,
4804,469,0,
4805,469,0,
4806,469,0,
4807,469,0,
4808,469,0,
4809,469,0,
4810,469,0,
4811,469,0,
4812,469,0,
4813,469,0,
4814,469,0,
4815,469,0,
4816,468,0,
4817,469,0,
4818,469,0,
4819,469,0,
4820,468,0,
4821,469,0,
4822,468,0,
4823,469,0,
4824,469,0,
4825,468,0,
4826,468,0,
4827,468,0,
4828,468,0,
4829,468,0,
4830,468,0,
4831,468,0,
4832,468,0,
4833,469,0,
4834,468,0,
4835,468,0,
4836,468,0,
4837,468,0,
4838,468,0,
4839,468,0,
4840,468,0,
4841,468,0,
4842,468,0,
4843,468,0,
4844,468,0,
4845,468,0,
4846,468,0,
4847,468,0,
4848,468,0,
4849,468,0,
4850,468,0,
4851,468,0,
4852,468,0,
4853,468,0,
4854,468,0,
4855,468,0,
4856,468,0,
4857,468,0,
4858,468,0,
4859,468,0,
4860,467,0,
4861,468,0,
4862,468,0,
4863,468,0,
4864,468,0,
4865,467,0,
4866,467,0,
4867,468,0,
4868,468,0,
4869,467,0,
4870,468,0,
4871,467,0,
4872,467,0,
4873,467,0,
4874,467,0,
4875,467,0,
4876,467,0,
4877,468,0,
4878,467,0,
4879,467,0,
4880,467,0,
4881,467,0,
4882,467,0,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
